DB01164	drug_disease	C18.452.174.509
DB01164	drug_disease	C18.452.950.509
DB01070	drug_disease	C18.452.174.509
DB01070	drug_disease	C18.452.950.509
DB00326	drug_disease	C18.452.174.509
DB00326	drug_disease	C18.452.950.509
DB00136	drug_disease	C18.452.174.509
DB00136	drug_disease	C18.452.950.509
DB00258	drug_disease	C18.452.174.509
DB00258	drug_disease	C18.452.950.509
DB06724	drug_disease	C18.452.174.509
DB06724	drug_disease	C18.452.950.509
DB00653	drug_disease	C18.452.174.509
DB00653	drug_disease	C18.452.950.509
DB00153	drug_disease	C18.452.174.509
DB00153	drug_disease	C18.452.950.509
DB00974	drug_disease	C18.452.174.509
DB00974	drug_disease	C18.452.950.509
DB00146	drug_disease	C18.452.174.509
DB00146	drug_disease	C18.452.950.509
DB01436	drug_disease	C18.452.174.509
DB01436	drug_disease	C18.452.950.509
DB00282	drug_disease	C18.452.174.509
DB00282	drug_disease	C18.452.950.509
DB01012	drug_disease	C18.452.174.509
DB01012	drug_disease	C18.452.950.509
DB00399	drug_disease	C18.452.174.509
DB00399	drug_disease	C18.452.950.509
DB00169	drug_disease	C18.452.174.509
DB00169	drug_disease	C18.452.950.509
DB00017	drug_disease	C18.452.174.509
DB00017	drug_disease	C18.452.950.509
DB00910	drug_disease	C18.452.174.509
DB00910	drug_disease	C18.452.950.509
DB00477	drug_disease	C06.552.830.150
DB00477	drug_disease	C16.320.850.742.150
DB00477	drug_disease	C17.800.827.742.150
DB00477	drug_disease	C18.452.811.400.150
DB00996	drug_disease	C06.552.830.150
DB00996	drug_disease	C16.320.850.742.150
DB00996	drug_disease	C17.800.827.742.150
DB00996	drug_disease	C18.452.811.400.150
DB00855	drug_disease	C06.552.830.150
DB00855	drug_disease	C16.320.850.742.150
DB00855	drug_disease	C17.800.827.742.150
DB00855	drug_disease	C18.452.811.400.150
DB00125	drug_disease	C06.552.830.150
DB00125	drug_disease	C16.320.850.742.150
DB00125	drug_disease	C17.800.827.742.150
DB00125	drug_disease	C18.452.811.400.150
DB00774	drug_disease	C23.888.277
DB01021	drug_disease	C23.888.277
DB00594	drug_disease	C23.888.277
DB00999	drug_disease	C23.888.277
DB00384	drug_disease	C23.888.277
DB01325	drug_disease	C23.888.277
DB01406	drug_disease	C23.888.277
DB00562	drug_disease	C23.888.277
DB00873	drug_disease	C23.888.277
DB00524	drug_disease	C23.888.277
DB00702	drug_disease	C23.888.277
DB00232	drug_disease	C23.888.277
DB00421	drug_disease	C23.888.277
DB00214	drug_disease	C23.888.277
DB00310	drug_disease	C23.888.277
DB00887	drug_disease	C23.888.277
DB00584	drug_disease	C23.888.277
DB00880	drug_disease	C23.888.277
DB00606	drug_disease	C23.888.277
DB00808	drug_disease	C23.888.277
DB00903	drug_disease	C23.888.277
DB00695	drug_disease	C23.888.277
DB00860	drug_disease	C23.888.277
DB01197	drug_disease	C23.888.277
DB00436	drug_disease	C23.888.277
DB01324	drug_disease	C23.888.277
DB00898	drug_disease	C23.888.277
DB00328	drug_disease	C23.888.277
DB00067	drug_disease	C23.888.277
DB00959	drug_disease	C23.888.277
DB06439	drug_disease	C23.888.277
DB01069	drug_disease	C23.888.277
DB00812	drug_disease	C23.888.277
DB00917	drug_disease	C23.888.277
DB00819	drug_disease	C23.888.277
DB06691	drug_disease	C23.888.277
DB00528	drug_disease	C23.888.277
DB00789	drug_disease	C23.888.277
DB01234	drug_disease	C23.888.277
DB01132	drug_disease	C23.888.277
DB00620	drug_disease	C23.888.277
DB00403	drug_disease	C23.888.277
DB00381	drug_disease	C23.888.277
DB01050	drug_disease	C23.888.277
